event_id,camera_id,lane_id,LPN,LPJ,LPT,LPN_OCRval,LPJ_OCRval,LPT_OCRval,LPN_score,LPJ_score,LPT_score,weighted_score,baseline_tau_weighted,baseline_tau_or,LPN_thresh,LPJ_thresh,LPT_thresh,decision_weighted_baseline,decision_or_adaptive,feedback_source,error_label,overall_correct
s0-c1-814,CAM-1,1,OPF7536,CO,TRAILER,OPF7536,CO,TEMP,91.191,85.369,49.677,82.926,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-815,CAM-1,1,RCS0743,CA,TEMP,RCS0743,CA,COMMERCIAL,90.890,84.832,49.063,82.496,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-816,CAM-1,1,HUY3698,CO,TEMP,HUY3698,CO,PASSENGER,90.799,89.001,55.095,84.814,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-817,CAM-1,1,RRC1974,CA,TRAILER,RRC1974,CA,TRAILER,91.308,89.393,53.678,84.993,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-818,CAM-1,1,KDU3162,AZ,COMMERCIAL,KDU3162,AZ,COMMERCIAL,92.039,89.018,51.969,84.971,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-819,CAM-1,1,NHL2865,NM,TRAILER,NHL2865,NM,TRAILER,93.643,85.241,48.014,83.858,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-820,CAM-1,1,RLX5945,CA,TRAILER,RLX5945,CA,TEMP,94.534,85.545,48.112,84.425,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-821,CAM-1,1,WKO6384,CO,GOV,WKO6384,CO,TEMP,90.613,85.561,50.489,82.826,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-822,CAM-1,1,XDO7658,CO,COMMERCIAL,XDO7658,CO,TEMP,93.452,85.876,49.211,84.164,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-823,CAM-1,1,YJH2788,NM,TRAILER,YJH2788,NM,TRAILER,94.236,88.877,50.513,85.802,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-824,CAM-1,1,PBV2975,OK,PASSENGER,PBV2975,OK,PASSENGER,94.123,85.972,49.879,84.633,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-825,CAM-1,1,CSI1145,FL,PASSENGER,CSI1145,FL,PASSENGER,95.813,89.029,53.858,87.145,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-826,CAM-1,1,QLU1624,NM,COMMERCIAL,QLU1624,NM,TRAILER,94.221,89.468,49.049,85.781,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-827,CAM-1,1,NCS2954,TX,COMMERCIAL,NCS2954,TX,TRAILER,91.817,89.070,53.067,85.043,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-828,CAM-1,1,VKG1837,FL,COMMERCIAL,VKG1837,FL,TRAILER,95.623,89.423,46.242,86.046,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-829,CAM-1,1,NNB2363,OK,GOV,NNB2363,OK,PASSENGER,91.202,88.464,44.835,83.289,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-830,CAM-1,1,NRP4119,OK,PASSENGER,NRP4119,OK,PASSENGER,92.146,89.738,53.979,85.578,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-831,CAM-1,1,DCX1129,NV,TEMP,DCX1129,NV,TEMP,92.400,82.440,49.113,82.421,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-832,CAM-1,1,SEA5656,TX,GOV,SEA5656,TX,GOV,90.734,85.818,52.285,83.246,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-833,CAM-1,1,AJR9591,NV,PASSENGER,AJR9591,NV,PASSENGER,89.974,89.825,50.660,84.025,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-834,CAM-1,1,JDU9170,CO,GOV,JDU9170,CO,TEMP,91.671,85.549,54.185,83.906,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-835,CAM-1,1,ELP0620,CO,TRAILER,ELP0620,CO,PASSENGER,91.920,87.682,56.397,85.108,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-836,CAM-1,1,OQA1616,CA,TRAILER,OQA1616,CA,COMMERCIAL,94.406,86.999,48.800,84.972,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-837,CAM-1,1,WDV4850,NV,PASSENGER,WDV4850,NV,GOV,89.412,82.876,51.680,81.465,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-838,CAM-1,1,LIB1885,TX,GOV,LIB1885,TX,COMMERCIAL,93.492,86.924,47.298,84.264,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-839,CAM-1,1,VHL8212,NV,TEMP,VHL8212,NV,TEMP,89.507,85.636,50.499,82.301,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-840,CAM-1,1,MBQ1740,NM,GOV,MBQ1740,NM,GOV,94.303,86.110,51.411,85.002,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-841,CAM-1,1,QBO9880,FL,COMMERCIAL,QBO9880,FL,TRAILER,88.781,89.198,49.717,83.067,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-842,CAM-1,1,QKV8686,AZ,COMMERCIAL,QKV8686,AZ,PASSENGER,90.668,87.626,51.372,83.709,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-843,CAM-1,1,XUU7940,TX,TRAILER,XUU7940,TX,TRAILER,91.252,84.759,50.529,82.871,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-844,CAM-1,1,PWL2009,AZ,GOV,PWL2009,AZ,GOV,92.410,89.044,50.552,84.953,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-845,CAM-1,1,DVO0050,CA,PASSENGER,DVO0050,CA,PASSENGER,91.870,87.999,50.807,84.356,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-846,CAM-1,1,VRI1204,AZ,PASSENGER,VRI1204,AZ,TRAILER,92.715,83.889,52.357,83.572,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-847,CAM-1,1,QGU6789,CO,TEMP,QGU6789,CO,TEMP,89.276,88.517,51.678,83.370,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-848,CAM-1,1,MJC8278,CO,TEMP,MJC8278,CO,TEMP,97.151,83.578,47.828,85.002,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-849,CAM-1,1,PIL7124,CO,TEMP,PIL7124,CO,TEMP,93.796,86.852,47.936,84.486,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-850,CAM-1,1,XCW9175,AZ,TEMP,XCW9175,AZ,COMMERCIAL,92.708,86.501,52.724,84.538,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-851,CAM-1,1,DNV1442,CO,TRAILER,DNV1442,CO,TRAILER,92.140,87.254,49.795,84.078,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-852,CAM-1,1,UIW9576,FL,TRAILER,UIW9576,FL,TRAILER,92.775,81.307,51.306,82.541,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-853,CAM-1,1,PYR4828,TX,TRAILER,PYR4828,TX,TRAILER,90.299,88.209,49.139,83.394,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-854,CAM-1,1,QCM6125,TX,TEMP,QCM6125,TX,GOV,89.693,84.701,54.547,82.674,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-855,CAM-1,1,OSP0348,NM,GOV,OSP0348,NM,GOV,93.350,88.550,48.543,84.949,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-856,CAM-1,1,OEQ4364,NV,GOV,OEQ4364,NV,TRAILER,92.170,87.492,50.630,84.302,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-857,CAM-1,1,VJD0847,OK,TRAILER,VJD0847,OK,GOV,91.173,84.747,53.739,83.309,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-858,CAM-1,1,YAS1306,CA,COMMERCIAL,YAS1306,CA,TEMP,85.815,83.232,51.354,79.742,81.000,47.000,83.745,78.847,43.067,review,auto_clear,dispute,type1,0
s0-c1-859,CAM-1,1,FNY4390,CO,GOV,FNY4390,CO,GOV,95.462,87.864,49.753,85.946,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-860,CAM-1,1,NFB9301,NM,GOV,NFB9301,NM,GOV,91.695,85.773,50.597,83.458,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-861,CAM-1,1,EMN3036,OK,PASSENGER,EMN3036,OK,PASSENGER,95.421,90.383,48.250,86.582,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-862,CAM-1,1,TTM9896,CA,GOV,TTM9896,CO,GOV,91.404,83.839,49.479,82.467,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-863,CAM-1,1,YXK6611,FL,PASSENGER,YXK6611,FL,COMMERCIAL,89.663,86.282,50.156,82.553,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-864,CAM-1,1,CXO5520,NV,TRAILER,CXO5520,NV,COMMERCIAL,90.776,90.360,51.665,84.764,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-865,CAM-1,1,PNL0275,NM,PASSENGER,PNL0275,NM,COMMERCIAL,94.228,87.789,52.954,85.783,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-866,CAM-1,1,DLK5623,FL,TRAILER,DLK5623,FL,COMMERCIAL,89.957,86.444,51.780,83.001,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-867,CAM-1,1,QJQ8725,AZ,TRAILER,QJQ8725,AZ,TRAILER,93.440,89.484,49.191,85.418,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-868,CAM-1,1,KGD3331,CA,GOV,KGD3331,CA,GOV,89.245,87.838,51.116,83.033,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-869,CAM-1,1,HRM9715,AZ,TRAILER,HRM9715,AZ,TRAILER,89.471,85.917,52.581,82.693,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-870,CAM-1,1,DVG9342,OK,GOV,DVG9342,OK,GOV,89.054,85.715,48.911,81.864,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-871,CAM-1,1,PUW1977,CO,COMMERCIAL,PUW1977,CO,TEMP,88.756,88.906,47.331,82.595,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-872,CAM-1,1,VVD0436,FL,COMMERCIAL,VVD0436,FL,TEMP,90.686,89.413,49.690,84.091,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-873,CAM-1,1,XHW8635,FL,COMMERCIAL,XHW8635,FL,COMMERCIAL,95.540,87.280,53.489,86.341,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-874,CAM-1,1,XWY2189,TX,TRAILER,XWY2189,TX,GOV,91.767,86.118,52.015,83.827,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-875,CAM-1,1,OGT9158,CA,TEMP,OGT9158,CA,TEMP,86.894,86.566,51.387,81.453,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-876,CAM-1,1,PPH5280,AZ,PASSENGER,PPH5280,AZ,PASSENGER,93.379,80.708,55.939,83.328,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-877,CAM-1,1,RJS8722,CO,TRAILER,RJS8722,CO,TRAILER,90.414,85.271,51.055,82.710,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-878,CAM-1,1,JBH6485,AZ,GOV,JBH6485,AZ,COMMERCIAL,94.791,87.941,51.362,85.879,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-879,CAM-1,1,VLJ1010,FL,COMMERCIAL,VLJ1010,FL,PASSENGER,96.144,83.672,49.970,84.852,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-880,CAM-1,1,VDH3559,CA,COMMERCIAL,VDH3559,CA,COMMERCIAL,89.990,86.258,48.121,82.404,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-881,CAM-1,1,WCF1556,NM,PASSENGER,WCF1556,NM,GOV,93.594,88.096,52.351,85.483,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-882,CAM-1,1,QQX9259,CA,TEMP,QQX9259,CA,TEMP,91.814,86.508,47.667,83.335,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-883,CAM-1,1,MCA1921,NV,GOV,MCA1921,NV,GOV,93.332,87.581,50.426,84.883,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-884,CAM-1,1,YSB5386,NM,TEMP,YSB5386,NM,TEMP,91.337,83.290,51.733,82.580,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-885,CAM-1,1,DXK3183,TX,TEMP,DXK3183,TX,GOV,92.690,87.262,48.552,84.170,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-886,CAM-1,1,UIZ3454,TX,TRAILER,UIZ3454,TX,COMMERCIAL,91.822,87.531,52.559,84.430,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-887,CAM-1,1,XKS5590,CO,PASSENGER,XKS5590,CO,TEMP,89.101,89.454,52.933,83.799,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-888,CAM-1,1,BDV7817,NM,PASSENGER,BDV7817,NM,COMMERCIAL,91.996,91.289,52.328,85.799,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-889,CAM-1,1,ZGQ3179,FL,GOV,ZGQ3179,FL,TEMP,90.010,83.095,54.388,82.246,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-890,CAM-1,1,OVX2279,NM,PASSENGER,OVX2279,NM,PASSENGER,93.133,85.213,45.900,83.276,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-891,CAM-1,1,TDU1868,OK,TRAILER,TDU1868,OK,TRAILER,89.469,87.479,51.675,83.103,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-892,CAM-1,1,DWI8014,NV,PASSENGER,DWI8014,NV,PASSENGER,90.086,87.853,52.321,83.640,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-893,CAM-1,1,HHE1658,CO,PASSENGER,HHE1658,CO,PASSENGER,94.171,87.659,52.237,85.602,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-894,CAM-1,1,JHM5448,TX,TRAILER,JHM5448,TX,PASSENGER,90.861,84.643,53.988,83.154,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-895,CAM-1,1,JJK4454,NV,GOV,JJK4454,NV,GOV,95.544,86.586,48.518,85.355,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-896,CAM-1,1,ESM2858,TX,COMMERCIAL,ESM2858,TX,COMMERCIAL,94.718,90.294,52.732,86.872,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-897,CAM-1,1,YHW8259,FL,TRAILER,YHW8259,FL,TRAILER,92.753,88.442,51.539,85.062,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-898,CAM-1,1,VFT7325,TX,COMMERCIAL,VFT7325,TX,COMMERCIAL,91.773,87.678,50.627,84.168,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-899,CAM-1,1,GDS8344,CA,TRAILER,GDS8344,CA,TRAILER,89.805,84.875,54.445,82.775,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-900,CAM-1,1,LYQ2548,TX,COMMERCIAL,LYQ2548,NV,COMMERCIAL,94.077,85.956,52.477,84.995,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-901,CAM-1,1,ZHD3949,NM,GOV,ZHD3949,CA,GOV,90.418,82.823,46.607,81.188,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-902,CAM-1,1,WVE7859,OK,TEMP,WVE7859,OK,TEMP,90.449,84.963,52.263,82.801,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-903,CAM-1,1,QOX6059,AZ,PASSENGER,QOX6059,AZ,PASSENGER,96.258,86.568,52.333,86.277,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-904,CAM-1,1,QDL4097,AZ,TEMP,QDL4097,AZ,TEMP,91.546,87.606,53.334,84.435,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-905,CAM-1,1,EVN1246,FL,GOV,EVN1246,FL,GOV,88.480,86.856,50.954,82.283,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-906,CAM-1,1,LDK5653,NM,COMMERCIAL,LDK5653,NM,TRAILER,88.384,84.740,51.428,81.565,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-907,CAM-1,1,UFP5814,TX,GOV,UFP5814,TX,TRAILER,90.641,86.581,52.259,83.463,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-908,CAM-1,1,SQK4569,OK,TEMP,SQK4569,OK,TEMP,91.469,90.638,49.558,84.892,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-909,CAM-1,1,NGJ3812,OK,TRAILER,NGJ3812,OK,TRAILER,89.942,89.291,50.486,83.796,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-910,CAM-1,1,CCO3854,CA,PASSENGER,CCO3854,CA,PASSENGER,92.108,88.132,50.482,84.472,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-911,CAM-1,1,JLW9927,CO,COMMERCIAL,JLW9927,CO,COMMERCIAL,91.302,86.391,49.924,83.376,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-912,CAM-1,1,UPB3247,CA,GOV,UPB3247,TX,COMMERCIAL,93.252,82.672,51.736,83.322,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-913,CAM-1,1,XQF8851,TX,TRAILER,XQF8851,TX,TRAILER,90.824,84.935,51.384,82.847,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-914,CAM-1,1,OMY9679,TX,TRAILER,OMY9679,TX,TRAILER,95.614,89.913,50.963,86.921,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-915,CAM-1,1,ZOJ5868,TX,TEMP,ZOJ5868,TX,TEMP,94.389,86.946,49.214,85.008,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-916,CAM-1,1,NQX4365,CA,COMMERCIAL,NQX4365,CA,COMMERCIAL,92.153,87.333,49.620,84.086,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-917,CAM-1,1,KUL0099,FL,TRAILER,KUL0099,FL,TRAILER,91.481,87.978,53.806,84.604,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-918,CAM-1,1,ZSB9240,CA,COMMERCIAL,ZSB9240,CA,COMMERCIAL,94.302,84.100,47.538,83.717,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-919,CAM-1,1,HFK7315,CO,PASSENGER,HFK7315,CO,PASSENGER,90.340,85.318,56.073,83.442,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-920,CAM-1,1,HMZ4323,OK,GOV,HMZ4323,OK,GOV,92.656,84.862,56.040,84.436,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-921,CAM-1,1,ZQL1045,NM,PASSENGER,ZQL1045,NM,COMMERCIAL,93.390,87.573,52.193,85.174,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-922,CAM-1,1,FOX0456,FL,TEMP,FOX0456,FL,TEMP,91.601,89.007,50.328,84.502,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-923,CAM-1,1,CMX6643,TX,COMMERCIAL,CMX6643,TX,PASSENGER,90.635,82.280,52.796,82.035,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-924,CAM-1,1,INK1719,TX,GOV,INK1719,TX,GOV,91.176,84.923,48.735,82.622,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-925,CAM-1,1,IEU8431,CA,TRAILER,IEU8431,CA,COMMERCIAL,91.817,87.013,48.161,83.587,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-926,CAM-1,1,SPO7975,NM,TRAILER,SPO7975,NM,TRAILER,92.752,90.760,52.963,86.086,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-927,CAM-1,1,ZCU7087,CA,COMMERCIAL,ZCU7087,CA,COMMERCIAL,92.849,87.072,50.569,84.485,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-928,CAM-1,1,DXC2912,TX,GOV,DXC2912,TX,GOV,90.986,88.578,48.836,83.821,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-929,CAM-1,1,HLS5575,AZ,TEMP,HLS5575,AZ,TEMP,97.521,89.225,49.215,87.372,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-930,CAM-1,1,BSY8487,TX,TRAILER,BSY8487,TX,COMMERCIAL,91.529,87.011,51.343,83.920,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-931,CAM-1,1,MDQ8883,TX,COMMERCIAL,MDQ8883,TX,GOV,91.091,91.157,49.455,84.869,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-932,CAM-1,1,HGR5451,FL,TRAILER,HGR5451,FL,TRAILER,95.009,86.351,52.002,85.528,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-933,CAM-1,1,ZCW8000,NM,COMMERCIAL,ZCW8000,NM,COMMERCIAL,90.807,90.239,51.611,84.729,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-934,CAM-1,1,MGM2840,CO,GOV,MGM2840,CO,COMMERCIAL,91.307,87.828,52.288,84.236,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-935,CAM-1,1,LBM7170,TX,PASSENGER,LBM7170,TX,COMMERCIAL,96.322,86.767,50.075,86.040,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-936,CAM-1,1,JTD9028,FL,PASSENGER,JTD9028,FL,PASSENGER,90.864,87.108,50.531,83.499,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-937,CAM-1,1,GVV7630,OK,TEMP,GVV7630,OK,TEMP,91.605,88.240,47.079,83.748,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-938,CAM-1,1,ALZ4437,NV,TEMP,ALZ4437,NV,TEMP,95.125,89.337,53.774,86.896,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-939,CAM-1,1,QOL8567,CA,GOV,QOL8567,CA,GOV,90.609,87.337,52.692,83.776,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-940,CAM-1,1,CPO2195,OK,COMMERCIAL,CPO2195,OK,COMMERCIAL,90.728,83.946,48.938,82.086,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-941,CAM-1,1,OLX4872,FL,TRAILER,OLX4872,FL,TEMP,92.170,85.216,50.810,83.532,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-942,CAM-1,1,KZE6405,TX,GOV,KZE6405,TX,COMMERCIAL,94.321,84.346,52.693,84.586,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-943,CAM-1,1,HYL9385,NV,TRAILER,HYL9385,NV,COMMERCIAL,92.995,86.918,51.022,84.572,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-944,CAM-1,1,FMI1715,CO,COMMERCIAL,FMI1715,CO,PASSENGER,92.551,86.607,49.453,84.006,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-945,CAM-1,1,TDN1530,TX,TRAILER,TDN1530,TX,PASSENGER,90.035,85.589,50.829,82.598,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-946,CAM-1,1,JSR3838,AZ,PASSENGER,JSR3838,AZ,GOV,96.160,87.765,47.258,85.886,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-947,CAM-1,1,MCS3712,NV,COMMERCIAL,MCS3712,NV,TRAILER,91.469,87.505,50.550,83.944,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-948,CAM-1,1,WJE5731,CA,TEMP,WJE5731,CA,TEMP,91.741,86.197,50.394,83.598,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-949,CAM-1,1,GGJ5587,NV,COMMERCIAL,GGJ5587,NV,COMMERCIAL,90.665,91.525,53.003,85.317,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-950,CAM-1,1,OMY4994,FL,GOV,OMY4994,FL,GOV,90.850,86.766,51.539,83.524,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
